title,company,model,year,price,mileage,color,transmission,location,date_posted,features,detail_link
Peugeot 2008 2018,Peugeot,2008,2008,"950,000 EGP","32,000 Km",Dark grey,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/2008/7032396
BMW X1 2023,BMW,X1,2023,"2,750,000 EGP","8,000 Km",Petroleum,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/bmw/x1/7032717
Peugeot 3008 2021,Peugeot,3008,3008,"1,250,000 EGP","69,000 Km",White,N/A,Nasr city,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/3008/7032715
GAC Empow 2024,GAC,Empow,2024,"1,150,000 EGP","14,000 Km",Black,N/A,Alexandria,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/gac/Empow/7032713
Citroën C4 2022,Citroën,C4,2022,"1,275,000 EGP","30,000 Km",Orange,N/A,Nasr city,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/citroen/c4/7032711
Seat 133 1980,Seat,133,1980,"30,000 EGP","47,000 Km",Other,N/A,Alexandria,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/seat/133/7027833
Hyundai Avante 2014,Hyundai,Avante,2014,"660,000 EGP","110,000 Km",White,N/A,6 October,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/hyundai/avante/7027825
Hyundai Tucson 2024,Hyundai,Tucson,2024,"1,850,000 EGP","30,000 Km",Petroleum,N/A,Giza,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/tucson/7027823
Fiat Siena 2000,Fiat,Siena,2000,"135,000 EGP","180,000 Km",Beige,N/A,Alexandria,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/fiat/siena/7027843
Nissan Sunny 2018,Nissan,Sunny,2018,"500,000 EGP","55,000 Km",Dark grey,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/7032710
Opel Astra 2020,Opel,Astra,2020,"725,000 EGP","191,000 Km",Silver,N/A,Alexandria,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/7032709
Kia Shuma 1997,Kia,Shuma,1997,"225,000 EGP","315,000 Km",Black,N/A,Tanta,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/kia/shuma/7032708
Renault Sandero Step Way 2016,Renault,Sandero,2016,"530,000 EGP","120,000 Km",Blue,N/A,Dakahlia,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7032703
Volkswagen Golf 4 1999,Volkswagen,Golf,1999,"415,000 EGP","230,000 Km",Black,N/A,Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/volks-wagen/Golf-4/7032693
Nissan Sunny 2023,Nissan,Sunny,2023,"665,000 EGP","7,000 Km",Bronze,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/7032698
Skoda Kodiaq 2025,Skoda,Kodiaq,2025,"2,990,000 EGP","10,000 Km",Dark grey,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/skoda/kodiaq/7032691
Opel Astra 2013,Opel,Astra,2013,"570,000 EGP","128,000 Km",Red,N/A,6 October,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/opel/astra/7032685
Volkswagen Tiguan 2021,Volkswagen,Tiguan,2021,"1,900,000 EGP","27,000 Km",Petroleum,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/7032684
Hyundai Tucson Turbo GDI 2025,Hyundai,Tucson,2025,"1,725,000 EGP","30,000 Km",Gray,N/A,Maadi,2025-08-07,Automatic,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/7032683
Chery Tiggo 3 2020,Chery,Tiggo,2020,"620,000 EGP","127,500 Km",Other,N/A,Obour City,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chery/Tiggo3/7030072
Opel Insignia 2018,Opel,Insignia,2018,"1,150,000 EGP","140,000 Km",Silver,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/insignia/7032677
Mitsubishi Lancer 2016,Mitsubishi,Lancer,2016,"665,000 EGP","326,000 Km",Red,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/mitsubishi/lancer/7032676
Volkswagen Passat 2016,Volkswagen,Passat,2016,"875,000 EGP","170,000 Km",Silver,N/A,Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/volks-wagen/passat/7032674
Nissan Sunny 2009,Nissan,Sunny,2009,"420,000 EGP","132,000 Km",Black,N/A,Heliopolis,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/nissan/sunny/7032673
Hyundai Tucson Turbo GDI 2021,Hyundai,Tucson,2021,"1,600,000 EGP","50,000 Km",Dark grey,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/7032671
Ford Focus 2018,Ford,Focus,2018,"735,000 EGP","120,000 Km",Dark blue,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/ford/focus/7032670
Skoda Kodiaq 2025,Skoda,Kodiaq,2025,"2,450,000 EGP","2,000 Km",Gray,N/A,Alexandria,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/skoda/kodiaq/7008225
Nissan Sentra 2019,Nissan,Sentra,2019,"615,000 EGP","120,000 Km",Bronze,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/nissan/sentra/7032668
BMW 318 2003,BMW,318,2003,"475,000 EGP","300,000 Km",Black,N/A,Qalyubia,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/bmw/318/7032618
Kia Rio 2017,Kia,Rio,2017,"545,000 EGP","90,000 Km",Silver,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/rio/7032666
Nissan Sunny 2021,Nissan,Sunny,2021,"550,000 EGP","190,000 Km",Black,N/A,Khanka,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/7032662
Land Rover Velar 2024,Land,Rover,2024,"5,500,000 EGP","7,000 Km",Silver,N/A,Tagamo3 - New Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/land-rover/Velar/7032385
Mercedes S580 2024,Mercedes,S580,2024,"15,800,000 EGP",N/A,Black,N/A,Damietta,2025-08-07,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/mercedes/mercedes-benz-s580/7032377
Jac J7 2024,Jac,J7,2024,"880,000 EGP","58,000 Km",Black,N/A,6 October,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jac/J7/7032358
BMW 320 2018,BMW,320,2018,"1,675,000 EGP","120,000 Km",Black,N/A,Sheikh Zayed City,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/bmw/320/7032356
BMW 320 2018,BMW,320,2018,"1,675,000 EGP","120,000 Km",Black,N/A,Sheikh Zayed City,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/bmw/320/7032355
Opel Corsa 2018,Opel,Corsa,2018,"670,000 EGP","150,000 Km",Gray,N/A,Nasr city,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/opel/corsa/7032352
Mercedes GLC 300 2025,Mercedes,GLC,2025,"6,100,000 EGP",N/A,Other,N/A,Tagamo3 - New Cairo,2025-08-07,Automatic | Power Steering,https://eg.hatla2ee.com/en/car/mercedes/glc-300/7032346
Chery Tiggo 7 pro max 2026,Chery,Tiggo,2026,"1,300,000 EGP",N/A,White,N/A,6 October,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chery/Tiggo-7-pro-max/7029243
Mercedes C 180 2024,Mercedes,C,2024,"3,450,000 EGP","19,000 Km",White,N/A,Tagamo3 - New Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/mercedes/c-180/7032310
Peugeot 2008 2021,Peugeot,2008,2008,"1,180,000 EGP","90,000 Km",Red,N/A,Heliopolis,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/peugeot/2008/7032293
Chevrolet Optra 2020,Chevrolet,Optra,2020,"555,000 EGP","140,000 Km",Gray,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/7032665
Nissan Pick up 2022,Nissan,Pick,2022,"1,050,000 EGP","51,000 Km",White,N/A,Pyramids Gardens,2025-08-07,Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/nissan/pick-up/7032664
Chevrolet Optra 2022,Chevrolet,Optra,2022,"665,000 EGP","70,000 Km",Silver,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/7032661
Chevrolet N300 2015,Chevrolet,N300,2015,"300,000 EGP","300,000 Km",Silver,N/A,6 October,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/chevrolet/n300/7027807
Chevrolet Optra 2009,Chevrolet,Optra,2009,"330,000 EGP","250,000 Km",Dark red,N/A,Qalyubia,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/chevrolet/optra/7032654
Hyundai I10 2017,Hyundai,I10,2017,"465,000 EGP","140,000 Km",Silver,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/hyundai/i10/7032657
Fiat 1100 1988,Fiat,1100,1100,"40,000 EGP","10,000 Km",Blue,N/A,Agamy,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/fiat/1100/7032645
Hyundai Solaris 2017,Hyundai,Solaris,2017,"620,000 EGP","120,000 Km",Dark grey,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/solaris/7032651
Toyota Rush 2019,Toyota,Rush,2019,"950,000 EGP","85,000 Km",Eggplant,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/Rush/7032650
Kia Cerato 2005,Kia,Cerato,2005,"465,000 EGP","190,000 Km",Silver,N/A,Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/kia/cerato/7032649
Toyota Yaris 2007,Toyota,Yaris,2007,"390,000 EGP","190,000 Km",Petroleum,N/A,Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/toyota/yaris/7032644
Kia K3 2014,Kia,K3,2014,"600,000 EGP","140,000 Km",Black,N/A,Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/kia/K3/7032642
Fiat Tipo 2022,Fiat,Tipo,2022,"800,000 EGP","24,000 Km",White,N/A,Helwan,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/fiat/tipo/7032485
Mercedes E 300 2010,Mercedes,E,2010,"1,850,000 EGP","120,000 Km",Silver,N/A,Maadi,2025-08-07,Automatic,https://eg.hatla2ee.com/en/car/mercedes/e-300/7032641
Nissan Sunny 2022,Nissan,Sunny,2022,"670,000 EGP","100,000 Km",Bronze,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/7032639
Fiat Tipo 2024,Fiat,Tipo,2024,"800,000 EGP","8,000 Km",Cyan,N/A,6 October,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/fiat/tipo/7032633
Chevrolet Optra 2019,Chevrolet,Optra,2019,"570,000 EGP","90,000 Km",Dark red,N/A,Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/optra/7032636
Toyota Corolla 2021,Toyota,Corolla,2021,"1,200,000 EGP","90,000 Km",Black,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/7032631
Audi A4 2016,Audi,A4,2016,"420,000 EGP","80,000 Km",Red,N/A,Cairo,2025-08-07,Automatic,https://eg.hatla2ee.com/en/car/audi/a4/7032623
Kia Shuma 2000,Kia,Shuma,2000,"190,000 EGP","145,000 Km",Black,N/A,6 October,2025-08-07,Automatic,https://eg.hatla2ee.com/en/car/kia/shuma/7032617
Nissan Qashqai 2014,Nissan,Qashqai,2014,"660,000 EGP","183,000 Km",Dark red,N/A,Heliopolis,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/nissan/qashqai/7032616
Toyota Corolla 2021,Toyota,Corolla,2021,"1,150,000 EGP","130,000 Km",Silver,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/7032615
Seat Ibiza 2021,Seat,Ibiza,2021,"890,000 EGP","55,000 Km",White,N/A,Tagamo3 - New Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/seat/ibiza/7032610
Hyundai Accent RB 2017,Hyundai,Accent,2017,"620,000 EGP","94,000 Km",Silver,N/A,Asyut,2025-08-07,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/7032609
Kia Grand Cerato 2022,Kia,Grand,2022,"1,150,000 EGP","60,000 Km",White,N/A,Maadi,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/kia/Grand-Cerato/7032611
Skoda Octavia A7 2019,Skoda,Octavia,2019,"1,200,000 EGP","100,000 Km",White,N/A,Maadi,2025-08-07,Automatic,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/7032608
Mercedes E 250 2011,Mercedes,E,2011,"1,550,000 EGP","160,000 Km",Gray,N/A,Maadi,2025-08-07,Automatic,https://eg.hatla2ee.com/en/car/mercedes/e-250/7032607
Hyundai Excel 1997,Hyundai,Excel,1997,"115,000 EGP","265,000 Km",Green,N/A,Mokattam,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/hyundai/excel/7032603
Jeep Renegade 2018,Jeep,Renegade,2018,"1,050,000 EGP","70,000 Km",Black,N/A,Maadi,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/Renegade/7032605
Mercedes B 160 2010,Mercedes,B,2010,"650,000 EGP","220,000 Km",Silver,N/A,Cairo,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/b-160/6962969
Mitsubishi Lancer EX Shark 2016,Mitsubishi,Lancer,2016,"750,000 EGP","90,000 Km",Gray,N/A,Nasr city,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/7031862
BMW X6 2021,BMW,X6,2021,"5,500,000 EGP","90,000 Km",White,N/A,Tagamo3 - New Cairo,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/bmw/x6/7032141
Nissan Sunny 2017,Nissan,Sunny,2017,"540,000 EGP","100,000 Km",Red,N/A,Nasr city,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/nissan/sunny/7027266
Skoda Octavia A8 2023,Skoda,Octavia,2023,"1,550,000 EGP","96,000 Km",Black,N/A,Nasr city,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/skoda/Octavia-A8/7027534
Toyota Corolla 2021,Toyota,Corolla,2021,"960,000 EGP","106,000 Km",Black,N/A,Nasr city,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/7024218
Mercedes C 200 2022,Mercedes,C,2022,"3,550,000 EGP","40,000 Km",Dark grey,N/A,Heliopolis,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/mercedes/c-200/7032253
Audi A6 2023,Audi,A6,2023,"3,850,000 EGP","35,000 Km",Black,N/A,6 October,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/audi/a6/7032160
Jeep Renegade 2019,Jeep,Renegade,2019,"930,000 EGP","190,000 Km",Black,N/A,Heliopolis,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/Renegade/7032239
Mitsubishi Eclipse Cross 2021,Mitsubishi,Eclipse,2021,"1,220,000 EGP","8,400 Km",Silver,N/A,Dakahlia,2025-08-07,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/7026912
Opel Astra 2019,Opel,Astra,2019,"780,000 EGP","70,000 Km",Black,N/A,Heliopolis,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/astra/7032236
Toyota Belta 2022,Toyota,Belta,2022,"810,000 EGP","70,000 Km",Bronze,N/A,Maadi,2025-08-06,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/toyota/Belta/7032604
Opel Astra 2013,Opel,Astra,2013,"560,000 EGP","270,000 Km",Silver,N/A,Cairo,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/opel/astra/7032601
Toyota Corolla 2014,Toyota,Corolla,2014,"820,000 EGP","120,000 Km",White,N/A,Giza,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/toyota/corolla/7032596
MG 5 2021,MG,5,2021,"770,000 EGP","90,000 Km",Red,N/A,Cairo,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7032595
Hyundai Elantra HD 2011,Hyundai,Elantra,2011,"520,000 EGP","260,000 Km",Black,N/A,Nasr city,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/7032593
Daewoo Leganza 1999,Daewoo,Leganza,1999,"195,000 EGP","2,000,000 Km",Blue,N/A,Nasr city,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/daewoo/leganza/7027784
Mercedes 200 2024,Mercedes,200,2024,"1,150,000 EGP","2,000 Km",Black,N/A,Obour City,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/200/7027753
Brilliance V5 2015,Brilliance,V5,2015,"550,000 EGP","195,000 Km",Black,N/A,6 October,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/brilliance/v5/7027759
Mercedes C 180 2012,Mercedes,C,2012,"1,250,000 EGP","265,000 Km",Black,N/A,Tagamo3 - New Cairo,2025-08-06,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/c-180/7027781
Hyundai Elantra MD 2016,Hyundai,Elantra,2016,"660,000 EGP","200,000 Km",Silver,N/A,El Marg,2025-08-06,Automatic | Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/7027754
Chevrolet Aveo 2012,Chevrolet,Aveo,2012,"330,000 EGP","360,000 Km",Silver,N/A,Dyarb Negm,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/chevrolet/aveo/7027773
Mercedes 200 1991,Mercedes,200,1991,"400,000 EGP","500,000 Km",Silver,N/A,El Haram,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/mercedes/200/7032592
Suzuki Alto 2021,Suzuki,Alto,2021,"370,000 EGP","35,000 Km",Blue,N/A,Alexandria,2025-08-06,Air Conditioner,https://eg.hatla2ee.com/en/car/suzuki/alto/7032584
Haval Jolion 2022,Haval,Jolion,2022,"870,000 EGP","68,000 Km",Silver,N/A,Qena,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/haval/Jolion/7032588
Hyundai IX 35 2016,Hyundai,IX,2016,"870,000 EGP","120,000 Km",Silver,N/A,Heliopolis,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/IX-35/7032585
Ford Focus 2017,Ford,Focus,2017,"690,000 EGP","199,000 Km",Gold,N/A,Madinaty,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/ford/focus/7032577
Chevrolet Lanos 2010,Chevrolet,Lanos,2010,"270,000 EGP","260,000 Km",White,N/A,Cairo,2025-08-06,Air Conditioner | Remote Control,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7032582
Lada Granta 2020,Lada,Granta,2020,"360,000 EGP","106,000 Km",Silver,N/A,Faiyum,2025-08-06,Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/lada/granta/7032581
Subaru XV 2015,Subaru,XV,2015,"780,000 EGP","125,000 Km",Petroleum,N/A,Sheikh Zayed City,2025-08-06,Automatic,https://eg.hatla2ee.com/en/car/subaru/xv/7032575
Kia Picanto 2009,Kia,Picanto,2009,"400,000 EGP","46,000 Km",Red,N/A,Asyut,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/kia/picanto/7032566
Fiat 127 1983,Fiat,127,1983,"45,000 EGP",N/A,Cyan,N/A,Shubra al-Khaimah,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/fiat/127/7032556
Hyundai Elantra HD 2018,Hyundai,Elantra,2018,"650,000 EGP","125,000 Km",Silver,N/A,Nasr city,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/7032547
Chevrolet Lanos 2010,Chevrolet,Lanos,2010,"270,000 EGP","220,483 Km",Black,N/A,Giza,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7032555
Daewoo Lanos 2001,Daewoo,Lanos,2001,"225,000 EGP","165,000 Km",Gold,N/A,Damanhur,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/daewoo/lanos/7030026
Toyota Corolla 2020,Toyota,Corolla,2020,"1,050,000 EGP","95,000 Km",Cyan,N/A,Dokki,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/toyota/corolla/7030002
Jeep Wrangler Sahara 2017,Jeep,Wrangler,2017,"1,600,000 EGP","93,000 Km",Gray,N/A,Heliopolis,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/jeep-wrangler-sahara/7029918
Jeep Grand Cherokee L 2018,Jeep,Grand,2018,"210,000 EGP","150,000 Km",Black,N/A,Heliopolis,2025-08-06,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/jeep/Grand-Cherokee-L/7032551
Jac J3 2022,Jac,J3,2022,"780,000 EGP","170,000 Km",Black,N/A,Alexandria,2025-08-06,Automatic | Air Conditioner | Power Steering,https://eg.hatla2ee.com/en/car/jac/j3/7032552
Byd F3 2017,Byd,F3,2017,"385,000 EGP","165,000 Km",Red,N/A,Saft El Laban,2025-08-06,Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/byd/f3/6854452
Hyundai Grand i10 2015,Hyundai,Grand,2015,"500,000 EGP","90,000 Km",Petroleum,N/A,Nasr city,2025-08-06,N/A,https://eg.hatla2ee.com/en/car/hyundai/grand-i10/7031499
Hyundai Tucson 2017,Hyundai,Tucson,2017,"1,100,000 EGP","300,000 Km",Dark grey,N/A,10th of Ramadan,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/hyundai/tucson/7032221
Mercedes E 200 AMG 2025,Mercedes,E,2025,"5,650,000 EGP",N/A,Blue,N/A,Tagamo3 - New Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/mercedes/E-200-AMG/7032225
Mercedes C 180 2013,Mercedes,C,2013,"1,400,000 EGP","120,000 Km",Dark grey,N/A,Heliopolis,2025-08-07,N/A,https://eg.hatla2ee.com/en/car/mercedes/c-180/7032218
Opel Corsa 2022,Opel,Corsa,2022,"890,000 EGP","55,000 Km",Red,N/A,Tagamo3 - New Cairo,2025-08-07,Automatic | Air Conditioner | Power Steering | Remote Control,https://eg.hatla2ee.com/en/car/opel/corsa/6996513
